t	rho11	Re(rho12)	Im(rho12)	Re(rho21)	Im(rho21)	rho22	
8.1800000000e+02	5.7185057708e-01	-5.7726862305e-02	1.5692189489e-02	-5.7726862305e-02	-1.5692189489e-02	4.2814942292e-01	
8.1900000000e+02	5.7161428461e-01	-5.7729146783e-02	1.5671854229e-02	-5.7729146783e-02	-1.5671854229e-02	4.2838571539e-01	
8.2000000000e+02	5.7137826810e-01	-5.7731924911e-02	1.5651984331e-02	-5.7731924911e-02	-1.5651984331e-02	4.2862173190e-01	
8.2100000000e+02	5.7114259280e-01	-5.7735272228e-02	1.5632653263e-02	-5.7735272228e-02	-1.5632653263e-02	4.2885740720e-01	
8.2200000000e+02	5.7090717540e-01	-5.7738022888e-02	1.5612818007e-02	-5.7738022888e-02	-1.5612818007e-02	4.2909282460e-01	
8.2300000000e+02	5.7067207477e-01	-5.7740707669e-02	1.5592955467e-02	-5.7740707669e-02	-1.5592955467e-02	4.2932792523e-01	
8.2400000000e+02	5.7043720062e-01	-5.7743757009e-02	1.5573438793e-02	-5.7743757008e-02	-1.5573438793e-02	4.2956279938e-01	
8.2500000000e+02	5.7020278119e-01	-5.7747435977e-02	1.5554525696e-02	-5.7747435977e-02	-1.5554525696e-02	4.2979721881e-01	
8.2600000000e+02	5.6996849309e-01	-5.7750737080e-02	1.5535290121e-02	-5.7750737080e-02	-1.5535290121e-02	4.3003150691e-01	
8.2700000000e+02	5.6973452430e-01	-5.7753043334e-02	1.5515202916e-02	-5.7753043334e-02	-1.5515202916e-02	4.3026547570e-01	
8.2800000000e+02	5.6950093365e-01	-5.7755957469e-02	1.5495692406e-02	-5.7755957469e-02	-1.5495692406e-02	4.3049906635e-01	
8.2900000000e+02	5.6926764552e-01	-5.7759857392e-02	1.5477086568e-02	-5.7759857391e-02	-1.5477086568e-02	4.3073235448e-01	
8.3000000000e+02	5.6903453263e-01	-5.7764328325e-02	1.5459004755e-02	-5.7764328325e-02	-1.5459004755e-02	4.3096546737e-01	
8.3100000000e+02	5.6880178786e-01	-5.7766872896e-02	1.5439249244e-02	-5.7766872896e-02	-1.5439249244e-02	4.3119821214e-01	
8.3200000000e+02	5.6856931598e-01	-5.7769125340e-02	1.5419261206e-02	-5.7769125340e-02	-1.5419261206e-02	4.3143068402e-01	
8.3300000000e+02	5.6833711046e-01	-5.7771575761e-02	1.5399475004e-02	-5.7771575761e-02	-1.5399475004e-02	4.3166288954e-01	
8.3400000000e+02	5.6810522520e-01	-5.7774423401e-02	1.5380072753e-02	-5.7774423401e-02	-1.5380072753e-02	4.3189477480e-01	
8.3500000000e+02	5.6787369555e-01	-5.7778206011e-02	1.5361535199e-02	-5.7778206011e-02	-1.5361535199e-02	4.3212630445e-01	
8.3600000000e+02	5.6764231768e-01	-5.7781688887e-02	1.5342746467e-02	-5.7781688887e-02	-1.5342746467e-02	4.3235768232e-01	
8.3700000000e+02	5.6741128812e-01	-5.7782558506e-02	1.5321672332e-02	-5.7782558506e-02	-1.5321672332e-02	4.3258871188e-01	
8.3800000000e+02	5.6718054742e-01	-5.7784802281e-02	1.5301846144e-02	-5.7784802281e-02	-1.5301846144e-02	4.3281945258e-01	
8.3900000000e+02	5.6695016236e-01	-5.7787696192e-02	1.5282631791e-02	-5.7787696192e-02	-1.5282631791e-02	4.3304983764e-01	
8.4000000000e+02	5.6672010364e-01	-5.7791745934e-02	1.5264475237e-02	-5.7791745934e-02	-1.5264475237e-02	4.3327989636e-01	
8.4100000000e+02	5.6649023850e-01	-5.7796481319e-02	1.5246946173e-02	-5.7796481319e-02	-1.5246946173e-02	4.3350976150e-01	
8.4200000000e+02	5.6626060297e-01	-5.7799594782e-02	1.5227999936e-02	-5.7799594782e-02	-1.5227999936e-02	4.3373939703e-01	
8.4300000000e+02	5.6603129546e-01	-5.7801136951e-02	1.5207691071e-02	-5.7801136951e-02	-1.5207691071e-02	4.3396870454e-01	
8.4400000000e+02	5.6580227028e-01	-5.7803078876e-02	1.5187764586e-02	-5.7803078875e-02	-1.5187764586e-02	4.3419772972e-01	
8.4500000000e+02	5.6557359330e-01	-5.7805686967e-02	1.5168463364e-02	-5.7805686967e-02	-1.5168463364e-02	4.3442640670e-01	
8.4600000000e+02	5.6534522853e-01	-5.7808877048e-02	1.5149709159e-02	-5.7808877048e-02	-1.5149709159e-02	4.3465477147e-01	
8.4700000000e+02	5.6511701877e-01	-5.7812111651e-02	1.5131009589e-02	-5.7812111651e-02	-1.5131009589e-02	4.3488298123e-01	
8.4800000000e+02	5.6488915403e-01	-5.7814046888e-02	1.5111190349e-02	-5.7814046888e-02	-1.5111190349e-02	4.3511084597e-01	
8.4900000000e+02	5.6466162960e-01	-5.7816773651e-02	1.5092106821e-02	-5.7816773651e-02	-1.5092106821e-02	4.3533837040e-01	
8.5000000000e+02	5.6443442849e-01	-5.7820129619e-02	1.5073613259e-02	-5.7820129619e-02	-1.5073613259e-02	4.3556557151e-01	
8.5100000000e+02	5.6420735798e-01	-5.7823739711e-02	1.5055357974e-02	-5.7823739711e-02	-1.5055357974e-02	4.3579264202e-01	
8.5200000000e+02	5.6398067697e-01	-5.7826449478e-02	1.5036341485e-02	-5.7826449478e-02	-1.5036341485e-02	4.3601932303e-01	
8.5300000000e+02	5.6375427365e-01	-5.7829447806e-02	1.5017608141e-02	-5.7829447806e-02	-1.5017608141e-02	4.3624572635e-01	
8.5400000000e+02	5.6352806890e-01	-5.7832831037e-02	1.4999235752e-02	-5.7832831037e-02	-1.4999235752e-02	4.3647193110e-01	
8.5500000000e+02	5.6330222442e-01	-5.7834661082e-02	1.4979519805e-02	-5.7834661082e-02	-1.4979519805e-02	4.3669777558e-01	
8.5600000000e+02	5.6307667914e-01	-5.7837095479e-02	1.4960369361e-02	-5.7837095479e-02	-1.4960369361e-02	4.3692332086e-01	
8.5700000000e+02	5.6285142264e-01	-5.7840075659e-02	1.4941731412e-02	-5.7840075659e-02	-1.4941731412e-02	4.3714857736e-01	
8.5800000000e+02	5.6262636304e-01	-5.7843401980e-02	1.4923419828e-02	-5.7843401980e-02	-1.4923419828e-02	4.3737363696e-01	
8.5900000000e+02	5.6240165473e-01	-5.7845927769e-02	1.4904431815e-02	-5.7845927769e-02	-1.4904431815e-02	4.3759834527e-01	
8.6000000000e+02	5.6217724077e-01	-5.7848716543e-02	1.4885705802e-02	-5.7848716543e-02	-1.4885705803e-02	4.3782275923e-01	
8.6100000000e+02	5.6195301595e-01	-5.7851749957e-02	1.4867215291e-02	-5.7851749957e-02	-1.4867215292e-02	4.3804698405e-01	
8.6200000000e+02	5.6172917046e-01	-5.7854513227e-02	1.4848521811e-02	-5.7854513227e-02	-1.4848521811e-02	4.3827082954e-01	
8.6300000000e+02	5.6150563269e-01	-5.7858296293e-02	1.4830763340e-02	-5.7858296293e-02	-1.4830763340e-02	4.3849436731e-01	
8.6400000000e+02	5.6128224329e-01	-5.7862571031e-02	1.4813455664e-02	-5.7862571030e-02	-1.4813455664e-02	4.3871775671e-01	
8.6500000000e+02	5.6105922557e-01	-5.7864840610e-02	1.4794404256e-02	-5.7864840610e-02	-1.4794404256e-02	4.3894077443e-01	
8.6600000000e+02	5.6083646802e-01	-5.7866976629e-02	1.4775259514e-02	-5.7866976629e-02	-1.4775259514e-02	4.3916353198e-01	
8.6700000000e+02	5.6061396621e-01	-5.7869354176e-02	1.4756353931e-02	-5.7869354176e-02	-1.4756353931e-02	4.3938603379e-01	
8.6800000000e+02	5.6039175257e-01	-5.7872125880e-02	1.4737826111e-02	-5.7872125880e-02	-1.4737826112e-02	4.3960824743e-01	
8.6900000000e+02	5.6016990421e-01	-5.7876081255e-02	1.4720384281e-02	-5.7876081255e-02	-1.4720384281e-02	4.3983009579e-01	
8.7000000000e+02	5.5994818790e-01	-5.7879753828e-02	1.4702704220e-02	-5.7879753828e-02	-1.4702704221e-02	4.4005181210e-01	
8.7100000000e+02	5.5972678994e-01	-5.7880640431e-02	1.4682582161e-02	-5.7880640431e-02	-1.4682582161e-02	4.4027321006e-01	
8.7200000000e+02	5.5950571555e-01	-5.7882484951e-02	1.4663341651e-02	-5.7882484951e-02	-1.4663341651e-02	4.4049428445e-01	
8.7300000000e+02	5.5928493577e-01	-5.7884974396e-02	1.4644702066e-02	-5.7884974396e-02	-1.4644702066e-02	4.4071506423e-01	
8.7400000000e+02	5.5906443523e-01	-5.7888069951e-02	1.4626627462e-02	-5.7888069951e-02	-1.4626627462e-02	4.4093556477e-01	
8.7500000000e+02	5.5884414402e-01	-5.7891619265e-02	1.4608975850e-02	-5.7891619265e-02	-1.4608975850e-02	4.4115585598e-01	
8.7600000000e+02	5.5862416491e-01	-5.7894279249e-02	1.4590565037e-02	-5.7894279249e-02	-1.4590565037e-02	4.4137583509e-01	
8.7700000000e+02	5.5840446011e-01	-5.7896914887e-02	1.4572159118e-02	-5.7896914887e-02	-1.4572159118e-02	4.4159553989e-01	
8.7800000000e+02	5.5818498119e-01	-5.7899939635e-02	1.4554120394e-02	-5.7899939635e-02	-1.4554120394e-02	4.4181501881e-01	
8.7900000000e+02	5.5796588133e-01	-5.7902951324e-02	1.4536106683e-02	-5.7902951324e-02	-1.4536106683e-02	4.4203411867e-01	
8.8000000000e+02	5.5774700073e-01	-5.7906275557e-02	1.4518391554e-02	-5.7906275557e-02	-1.4518391554e-02	4.4225299927e-01	
8.8100000000e+02	5.5752835626e-01	-5.7909992029e-02	1.4501047368e-02	-5.7909992028e-02	-1.4501047368e-02	4.4247164374e-01	
8.8200000000e+02	5.5730998855e-01	-5.7910377854e-02	1.4480773622e-02	-5.7910377854e-02	-1.4480773622e-02	4.4269001145e-01	
8.8300000000e+02	5.5709192532e-01	-5.7912286943e-02	1.4461881294e-02	-5.7912286943e-02	-1.4461881294e-02	4.4290807468e-01	
8.8400000000e+02	5.5687418473e-01	-5.7914946670e-02	1.4443686347e-02	-5.7914946670e-02	-1.4443686347e-02	4.4312581527e-01	
8.8500000000e+02	5.5665674697e-01	-5.7918551377e-02	1.4426359358e-02	-5.7918551377e-02	-1.4426359358e-02	4.4334325303e-01	
8.8600000000e+02	5.5643953274e-01	-5.7922874730e-02	1.4409691789e-02	-5.7922874730e-02	-1.4409691789e-02	4.4356046726e-01	
8.8700000000e+02	5.5622245532e-01	-5.7926215443e-02	1.4392165217e-02	-5.7926215443e-02	-1.4392165217e-02	4.4377754468e-01	
8.8800000000e+02	5.5600573013e-01	-5.7927397372e-02	1.4372756459e-02	-5.7927397372e-02	-1.4372756459e-02	4.4399426987e-01	
8.8900000000e+02	5.5578929313e-01	-5.7929305649e-02	1.4354020171e-02	-5.7929305649e-02	-1.4354020171e-02	4.4421070687e-01	
8.9000000000e+02	5.5557318158e-01	-5.7931859797e-02	1.4335888499e-02	-5.7931859797e-02	-1.4335888499e-02	4.4442681842e-01	
8.9100000000e+02	5.5535734232e-01	-5.7935152452e-02	1.4318438541e-02	-5.7935152452e-02	-1.4318438541e-02	4.4464265768e-01	
8.9200000000e+02	5.5514169156e-01	-5.7938969502e-02	1.4301472185e-02	-5.7938969502e-02	-1.4301472185e-02	4.4485830844e-01	
8.9300000000e+02	5.5492635188e-01	-5.7941507254e-02	1.4283400267e-02	-5.7941507254e-02	-1.4283400268e-02	4.4507364812e-01	
8.9400000000e+02	5.5471127576e-01	-5.7943832976e-02	1.4265165515e-02	-5.7943832976e-02	-1.4265165515e-02	4.4528872424e-01	
8.9500000000e+02	5.5449642225e-01	-5.7946475685e-02	1.4247233537e-02	-5.7946475685e-02	-1.4247233537e-02	4.4550357775e-01	
8.9600000000e+02	5.5428196905e-01	-5.7950249353e-02	1.4230343900e-02	-5.7950249353e-02	-1.4230343900e-02	4.4571803095e-01	
8.9700000000e+02	5.5406765289e-01	-5.7952660150e-02	1.4212257760e-02	-5.7952660150e-02	-1.4212257760e-02	4.4593234711e-01	
8.9800000000e+02	5.5385364806e-01	-5.7953643400e-02	1.4192934465e-02	-5.7953643400e-02	-1.4192934465e-02	4.4614635194e-01	
8.9900000000e+02	5.5363992262e-01	-5.7955821475e-02	1.4174698552e-02	-5.7955821475e-02	-1.4174698552e-02	4.4636007738e-01	
9.0000000000e+02	5.5342643835e-01	-5.7958475877e-02	1.4156908604e-02	-5.7958475877e-02	-1.4156908604e-02	4.4657356165e-01	
9.0100000000e+02	5.5321338403e-01	-5.7962772624e-02	1.4140617707e-02	-5.7962772624e-02	-1.4140617707e-02	4.4678661597e-01	
9.0200000000e+02	5.5300038403e-01	-5.7967276831e-02	1.4124516170e-02	-5.7967276831e-02	-1.4124516170e-02	4.4699961597e-01	
9.0300000000e+02	5.5278770200e-01	-5.7969296558e-02	1.4106239953e-02	-5.7969296558e-02	-1.4106239953e-02	4.4721229800e-01	
9.0400000000e+02	5.5257529932e-01	-5.7970681872e-02	1.4087427459e-02	-5.7970681872e-02	-1.4087427459e-02	4.4742470068e-01	
9.0500000000e+02	5.5236316224e-01	-5.7972557733e-02	1.4069075874e-02	-5.7972557733e-02	-1.4069075874e-02	4.4763683776e-01	
9.0600000000e+02	5.5215125854e-01	-5.7974932259e-02	1.4051189305e-02	-5.7974932259e-02	-1.4051189305e-02	4.4784874146e-01	
9.0700000000e+02	5.5193974874e-01	-5.7978093194e-02	1.4034038554e-02	-5.7978093194e-02	-1.4034038554e-02	4.4806025126e-01	
9.0800000000e+02	5.5172837129e-01	-5.7980752298e-02	1.4016455076e-02	-5.7980752297e-02	-1.4016455076e-02	4.4827162871e-01	
9.0900000000e+02	5.5151729926e-01	-5.7982727782e-02	1.3998294120e-02	-5.7982727782e-02	-1.3998294120e-02	4.4848270074e-01	
9.1000000000e+02	5.5130647989e-01	-5.7985262934e-02	1.3980654160e-02	-5.7985262934e-02	-1.3980654160e-02	4.4869352011e-01	
9.1100000000e+02	5.5109604645e-01	-5.7988822329e-02	1.3963960325e-02	-5.7988822329e-02	-1.3963960325e-02	4.4890395355e-01	
9.1200000000e+02	5.5088566124e-01	-5.7992504258e-02	1.3947379875e-02	-5.7992504258e-02	-1.3947379875e-02	4.4911433876e-01	
9.1300000000e+02	5.5067569033e-01	-5.7994633943e-02	1.3929461372e-02	-5.7994633942e-02	-1.3929461372e-02	4.4932430967e-01	
9.1400000000e+02	5.5046596754e-01	-5.7997141732e-02	1.3911902254e-02	-5.7997141732e-02	-1.3911902254e-02	4.4953403246e-01	
9.1500000000e+02	5.5025646513e-01	-5.8000274458e-02	1.3894918949e-02	-5.8000274458e-02	-1.3894918949e-02	4.4974353487e-01	
9.1600000000e+02	5.5004728610e-01	-5.8004813096e-02	1.3879214514e-02	-5.8004813095e-02	-1.3879214514e-02	4.4995271390e-01	
9.1700000000e+02	5.4983829878e-01	-5.8007640647e-02	1.3862009683e-02	-5.8007640647e-02	-1.3862009683e-02	4.5016170122e-01	
9.1800000000e+02	5.4962957046e-01	-5.8008825007e-02	1.3843371163e-02	-5.8008825007e-02	-1.3843371163e-02	4.5037042954e-01	
9.1900000000e+02	5.4942110247e-01	-5.8010069921e-02	1.3824811323e-02	-5.8010069921e-02	-1.3824811323e-02	4.5057889753e-01	
9.2000000000e+02	5.4921294516e-01	-5.8012045022e-02	1.3806929342e-02	-5.8012045022e-02	-1.3806929342e-02	4.5078705484e-01	
9.2100000000e+02	5.4900506920e-01	-5.8014539710e-02	1.3789535478e-02	-5.8014539710e-02	-1.3789535478e-02	4.5099493080e-01	
9.2200000000e+02	5.4879743126e-01	-5.8018007322e-02	1.3773027963e-02	-5.8018007322e-02	-1.3773027963e-02	4.5120256874e-01	
9.2300000000e+02	5.4859007663e-01	-5.8022887838e-02	1.3757801654e-02	-5.8022887838e-02	-1.3757801654e-02	4.5140992337e-01	
9.2400000000e+02	5.4838289462e-01	-5.8026562320e-02	1.3741521385e-02	-5.8026562320e-02	-1.3741521385e-02	4.5161710538e-01	
9.2500000000e+02	5.4817597243e-01	-5.8028503154e-02	1.3723727187e-02	-5.8028503154e-02	-1.3723727188e-02	4.5182402757e-01	
9.2600000000e+02	5.4796937606e-01	-5.8029886401e-02	1.3705469240e-02	-5.8029886401e-02	-1.3705469240e-02	4.5203062394e-01	
9.2700000000e+02	5.4776302771e-01	-5.8031385335e-02	1.3687337695e-02	-5.8031385334e-02	-1.3687337695e-02	4.5223697229e-01	
9.2800000000e+02	5.4755693033e-01	-5.8033233732e-02	1.3669540333e-02	-5.8033233732e-02	-1.3669540333e-02	4.5244306967e-01	
9.2900000000e+02	5.4735107455e-01	-5.8035525222e-02	1.3652159359e-02	-5.8035525222e-02	-1.3652159359e-02	4.5264892545e-01	
9.3000000000e+02	5.4714550044e-01	-5.8038339495e-02	1.3635269332e-02	-5.8038339495e-02	-1.3635269332e-02	4.5285449956e-01	
9.3100000000e+02	5.4694019852e-01	-5.8041017890e-02	1.3618284714e-02	-5.8041017890e-02	-1.3618284714e-02	4.5305980148e-01	
9.3200000000e+02	5.4673512290e-01	-5.8044239147e-02	1.3601803567e-02	-5.8044239147e-02	-1.3601803567e-02	4.5326487710e-01	
9.3300000000e+02	5.4653035644e-01	-5.8048996297e-02	1.3586715219e-02	-5.8048996297e-02	-1.3586715220e-02	4.5346964356e-01	
9.3400000000e+02	5.4632577493e-01	-5.8052523974e-02	1.3570553259e-02	-5.8052523974e-02	-1.3570553259e-02	4.5367422507e-01	
9.3500000000e+02	5.4612143210e-01	-5.8054590410e-02	1.3553117099e-02	-5.8054590410e-02	-1.3553117100e-02	4.5387856790e-01	
9.3600000000e+02	5.4591740326e-01	-5.8056014610e-02	1.3535140879e-02	-5.8056014610e-02	-1.3535140879e-02	4.5408259674e-01	
9.3700000000e+02	5.4571362537e-01	-5.8057389577e-02	1.3517144922e-02	-5.8057389576e-02	-1.3517144922e-02	4.5428637463e-01	
9.3800000000e+02	5.4551009292e-01	-5.8059051252e-02	1.3499426882e-02	-5.8059051252e-02	-1.3499426882e-02	4.5448990708e-01	
9.3900000000e+02	5.4530680535e-01	-5.8061149511e-02	1.3482119732e-02	-5.8061149511e-02	-1.3482119732e-02	4.5469319465e-01	
9.4000000000e+02	5.4510376904e-01	-5.8063704939e-02	1.3465242351e-02	-5.8063704939e-02	-1.3465242351e-02	4.5489623096e-01	
9.4100000000e+02	5.4490109570e-01	-5.8067996921e-02	1.3449940977e-02	-5.8067996921e-02	-1.3449940977e-02	4.5509890430e-01	
9.4200000000e+02	5.4469848915e-01	-5.8072608423e-02	1.3434929583e-02	-5.8072608423e-02	-1.3434929583e-02	4.5530151085e-01	
9.4300000000e+02	5.4449627144e-01	-5.8074687832e-02	1.3417707802e-02	-5.8074687832e-02	-1.3417707802e-02	4.5550372856e-01	
9.4400000000e+02	5.4429426625e-01	-5.8076445634e-02	1.3400220835e-02	-5.8076445634e-02	-1.3400220835e-02	4.5570573375e-01	
9.4500000000e+02	5.4409248975e-01	-5.8078045013e-02	1.3382615066e-02	-5.8078045013e-02	-1.3382615066e-02	4.5590751025e-01	
9.4600000000e+02	5.4389095017e-01	-5.8079688317e-02	1.3365070882e-02	-5.8079688317e-02	-1.3365070882e-02	4.5610904983e-01	
9.4700000000e+02	5.4368973900e-01	-5.8081799501e-02	1.3347973307e-02	-5.8081799501e-02	-1.3347973307e-02	4.5631026100e-01	
9.4800000000e+02	5.4348877385e-01	-5.8084378860e-02	1.3331314743e-02	-5.8084378860e-02	-1.3331314743e-02	4.5651122615e-01	
9.4900000000e+02	5.4328798960e-01	-5.8087146683e-02	1.3314840706e-02	-5.8087146683e-02	-1.3314840706e-02	4.5671201040e-01	
9.5000000000e+02	5.4308750917e-01	-5.8089789311e-02	1.3298284509e-02	-5.8089789311e-02	-1.3298284509e-02	4.5691249083e-01	
9.5100000000e+02	5.4288733167e-01	-5.8094097652e-02	1.3283235676e-02	-5.8094097652e-02	-1.3283235676e-02	4.5711266833e-01	
9.5200000000e+02	5.4268726804e-01	-5.8099032152e-02	1.3268753475e-02	-5.8099032151e-02	-1.3268753475e-02	4.5731273196e-01	
9.5300000000e+02	5.4248756963e-01	-5.8101268679e-02	1.3251911351e-02	-5.8101268679e-02	-1.3251911351e-02	4.5751243037e-01	
9.5400000000e+02	5.4228807220e-01	-5.8102712344e-02	1.3234384628e-02	-5.8102712344e-02	-1.3234384628e-02	4.5771192780e-01	
9.5500000000e+02	5.4208880372e-01	-5.8103596718e-02	1.3216383290e-02	-5.8103596717e-02	-1.3216383290e-02	4.5791119628e-01	
9.5600000000e+02	5.4188978718e-01	-5.8104480967e-02	1.3198405841e-02	-5.8104480967e-02	-1.3198405841e-02	4.5811021282e-01	
9.5700000000e+02	5.4169103860e-01	-5.8106160373e-02	1.3181159697e-02	-5.8106160372e-02	-1.3181159697e-02	4.5830896140e-01	
9.5800000000e+02	5.4149258558e-01	-5.8108482017e-02	1.3164511754e-02	-5.8108482017e-02	-1.3164511754e-02	4.5850741442e-01	
9.5900000000e+02	5.4129438296e-01	-5.8111562412e-02	1.3148561122e-02	-5.8111562412e-02	-1.3148561122e-02	4.5870561704e-01	
9.6000000000e+02	5.4109636032e-01	-5.8115205134e-02	1.3133126751e-02	-5.8115205134e-02	-1.3133126751e-02	4.5890363968e-01	
9.6100000000e+02	5.4089861018e-01	-5.8117590331e-02	1.3116602139e-02	-5.8117590330e-02	-1.3116602139e-02	4.5910138982e-01	
9.6200000000e+02	5.4070110289e-01	-5.8119645683e-02	1.3099807874e-02	-5.8119645683e-02	-1.3099807875e-02	4.5929889711e-01	
9.6300000000e+02	5.4050380197e-01	-5.8121983581e-02	1.3083284041e-02	-5.8121983581e-02	-1.3083284041e-02	4.5949619803e-01	
9.6400000000e+02	5.4030687522e-01	-5.8125377166e-02	1.3067732849e-02	-5.8125377166e-02	-1.3067732849e-02	4.5969312478e-01	
9.6500000000e+02	5.4011005916e-01	-5.8127189102e-02	1.3050788315e-02	-5.8127189102e-02	-1.3050788315e-02	4.5988994084e-01	
9.6600000000e+02	5.3991354499e-01	-5.8127949757e-02	1.3032939385e-02	-5.8127949757e-02	-1.3032939385e-02	4.6008645501e-01	
9.6700000000e+02	5.3971730775e-01	-5.8130142206e-02	1.3016387667e-02	-5.8130142206e-02	-1.3016387667e-02	4.6028269225e-01	
9.6800000000e+02	5.3952127821e-01	-5.8132747050e-02	1.3000221751e-02	-5.8132747050e-02	-1.3000221751e-02	4.6047872179e-01	
9.6900000000e+02	5.3932558835e-01	-5.8135994339e-02	1.2984658381e-02	-5.8135994339e-02	-1.2984658381e-02	4.6067441165e-01	
9.7000000000e+02	5.3912995143e-01	-5.8139076540e-02	1.2968953514e-02	-5.8139076540e-02	-1.2968953514e-02	4.6087004857e-01	
9.7100000000e+02	5.3893466898e-01	-5.8141053552e-02	1.2952301390e-02	-5.8141053552e-02	-1.2952301390e-02	4.6106533102e-01	
9.7200000000e+02	5.3873967262e-01	-5.8143580728e-02	1.2936164797e-02	-5.8143580728e-02	-1.2936164797e-02	4.6126032738e-01	
9.7300000000e+02	5.3854486019e-01	-5.8146279774e-02	1.2920198246e-02	-5.8146279774e-02	-1.2920198246e-02	4.6145513981e-01	
9.7400000000e+02	5.3835029060e-01	-5.8149093989e-02	1.2904357007e-02	-5.8149093989e-02	-1.2904357007e-02	4.6164970940e-01	
9.7500000000e+02	5.3815600577e-01	-5.8151353945e-02	1.2888050875e-02	-5.8151353945e-02	-1.2888050875e-02	4.6184399423e-01	
9.7600000000e+02	5.3796194712e-01	-5.8153846001e-02	1.2871972257e-02	-5.8153846001e-02	-1.2871972257e-02	4.6203805288e-01	
9.7700000000e+02	5.3776808073e-01	-5.8156754261e-02	1.2856281336e-02	-5.8156754261e-02	-1.2856281336e-02	4.6223191927e-01	
9.7800000000e+02	5.3757452674e-01	-5.8158610226e-02	1.2839686084e-02	-5.8158610226e-02	-1.2839686084e-02	4.6242547326e-01	
9.7900000000e+02	5.3738120591e-01	-5.8160732248e-02	1.2823349142e-02	-5.8160732248e-02	-1.2823349142e-02	4.6261879409e-01	
9.8000000000e+02	5.3718809458e-01	-5.8163359976e-02	1.2807480972e-02	-5.8163359976e-02	-1.2807480972e-02	4.6281190542e-01	
9.8100000000e+02	5.3699527390e-01	-5.8166981328e-02	1.2792522363e-02	-5.8166981328e-02	-1.2792522363e-02	4.6300472610e-01	
9.8200000000e+02	5.3680263609e-01	-5.8169070121e-02	1.2776220821e-02	-5.8169070121e-02	-1.2776220821e-02	4.6319736391e-01	
9.8300000000e+02	5.3661025429e-01	-5.8170224182e-02	1.2759113927e-02	-5.8170224182e-02	-1.2759113927e-02	4.6338974571e-01	
9.8400000000e+02	5.3641811030e-01	-5.8172017354e-02	1.2742596898e-02	-5.8172017354e-02	-1.2742596898e-02	4.6358188970e-01	
9.8500000000e+02	5.3622622783e-01	-5.8174362133e-02	1.2726594318e-02	-5.8174362133e-02	-1.2726594318e-02	4.6377377217e-01	
9.8600000000e+02	5.3603465914e-01	-5.8177983049e-02	1.2711754238e-02	-5.8177983049e-02	-1.2711754238e-02	4.6396534086e-01	
9.8700000000e+02	5.3584318172e-01	-5.8181975197e-02	1.2697252335e-02	-5.8181975197e-02	-1.2697252335e-02	4.6415681828e-01	
9.8800000000e+02	5.3565203124e-01	-5.8183922821e-02	1.2680966746e-02	-5.8183922821e-02	-1.2680966746e-02	4.6434796876e-01	
9.8900000000e+02	5.3546110173e-01	-5.8185660978e-02	1.2664516214e-02	-5.8185660978e-02	-1.2664516214e-02	4.6453889827e-01	
9.9000000000e+02	5.3527038895e-01	-5.8187576723e-02	1.2648243886e-02	-5.8187576723e-02	-1.2648243886e-02	4.6472961105e-01	
9.9100000000e+02	5.3507993361e-01	-5.8189856747e-02	1.2632319332e-02	-5.8189856747e-02	-1.2632319332e-02	4.6492006639e-01	
9.9200000000e+02	5.3488977546e-01	-5.8193052635e-02	1.2617235910e-02	-5.8193052635e-02	-1.2617235910e-02	4.6511022454e-01	
9.9300000000e+02	5.3469974214e-01	-5.8195676775e-02	1.2601656852e-02	-5.8195676775e-02	-1.2601656853e-02	4.6530025786e-01	
9.9400000000e+02	5.3451000056e-01	-5.8195796726e-02	1.2583882753e-02	-5.8195796726e-02	-1.2583882753e-02	4.6548999944e-01	
9.9500000000e+02	5.3432050921e-01	-5.8197649596e-02	1.2567670546e-02	-5.8197649596e-02	-1.2567670546e-02	4.6567949079e-01	
9.9600000000e+02	5.3413123054e-01	-5.8199981842e-02	1.2551904016e-02	-5.8199981841e-02	-1.2551904016e-02	4.6586876946e-01	
9.9700000000e+02	5.3394234063e-01	-5.8203847801e-02	1.2537535703e-02	-5.8203847801e-02	-1.2537535703e-02	4.6605765937e-01	
9.9800000000e+02	5.3375350383e-01	-5.8207923315e-02	1.2523358431e-02	-5.8207923315e-02	-1.2523358431e-02	4.6624649617e-01	
9.9900000000e+02	5.3356490341e-01	-5.8209819305e-02	1.2507269030e-02	-5.8209819305e-02	-1.2507269030e-02	4.6643509659e-01	
1.0000000000e+03	5.3337657644e-01	-5.8210706810e-02	1.2490310430e-02	-5.8210706809e-02	-1.2490310430e-02	4.6662342356e-01	
1.0010000000e+03	5.3318849000e-01	-5.8212318039e-02	1.2474017029e-02	-5.8212318039e-02	-1.2474017029e-02	4.6681151000e-01	
1.0020000000e+03	5.3300061752e-01	-5.8214475085e-02	1.2458228391e-02	-5.8214475085e-02	-1.2458228391e-02	4.6699938248e-01	
1.0030000000e+03	5.3281309533e-01	-5.8217511780e-02	1.2443253754e-02	-5.8217511780e-02	-1.2443253754e-02	4.6718690467e-01	
1.0040000000e+03	5.3262565996e-01	-5.8220354546e-02	1.2428115218e-02	-5.8220354546e-02	-1.2428115218e-02	4.6737434004e-01	
1.0050000000e+03	5.3243850804e-01	-5.8222246058e-02	1.2412159224e-02	-5.8222246058e-02	-1.2412159224e-02	4.6756149196e-01	
